screen_time,sleep_hours,stress_level,wellness_index,sleep_quality,fatigue_score,digital_balance,screen_time_category,physical_activity,caffeine_intake,work_hours,mood
9.51,6.46,7.1,35.2,Moderate,5.352,0.6146527117031398,High,2,2,5,Normal
14.09,7.76,10.0,10.4,Good,8.084,0.5142478462557986,High,1,3,6,Exhausted
5.59,7.58,6.3,39.4,Good,3.24,1.150227617602428,Moderate,3,1,5,Normal
2.44,6.04,6.7,28.4,Moderate,2.448,1.755813953488372,Low,3,3,7,Relaxed
8.38,7.27,6.9,30.9,Good,4.658,0.7750533049040511,High,3,3,10,Normal
9.26,6.71,7.8,13.5,Moderate,5.481999999999999,0.6539961013645225,High,1,1,4,Normal
12.73,6.47,10.0,6.4,Moderate,7.798,0.4712308812818645,High,4,0,6,Exhausted
10.2,6.6,10.0,0.0,Moderate,6.76,0.5892857142857143,High,4,1,4,Exhausted
11.67,7.25,8.6,15.2,Good,6.658,0.5722178374112076,High,3,3,11,Exhausted
9.75,7.81,5.5,30.6,Good,4.538,0.7265116279069767,High,4,1,4,Normal
5.03,7.83,6.2,35.4,Good,2.926000000000001,1.2985074626865671,Moderate,1,0,10,Relaxed
8.88,6.75,8.4,11.4,Moderate,5.562000000000001,0.6831983805668016,High,0,2,8,Normal
11.12,6.76,10.0,2.0,Moderate,7.096,0.5577557755775577,High,3,3,12,Exhausted
5.35,7.63,6.5,40.7,Good,3.2140000000000004,1.2015748031496063,Moderate,3,3,9,Normal
10.38,6.14,9.5,4.0,Moderate,6.724,0.5395430579964849,High,1,3,6,Exhausted
10.79,7.31,7.8,19.1,Good,5.974,0.620016963528414,High,3,1,5,Normal
7.38,7.68,9.8,18.1,Good,5.336,0.9164677804295943,Moderate,2,0,9,Normal
10.13,8.17,8.6,9.0,Good,5.8580000000000005,0.7340521114106019,High,0,3,9,Normal
6.4,8.49,5.5,36.9,Good,3.0620000000000003,1.1472972972972972,Moderate,4,0,4,Normal
8.62,6.49,10.0,4.9,Moderate,6.15,0.6746361746361748,High,3,0,4,Exhausted
11.05,7.35,10.0,3.6,Good,6.950000000000002,0.6099585062240663,High,3,0,9,Exhausted
8.55,6.41,8.7,10.7,Moderate,5.618,0.6712041884816754,High,2,0,6,Normal
10.36,7.44,9.8,20.7,Good,6.576,0.6549295774647887,High,3,3,4,Exhausted
6.82,6.95,9.1,10.0,Moderate,4.978,0.8887468030690537,Moderate,2,2,5,Normal
12.63,5.69,10.0,10.7,Moderate,7.914,0.417461482024945,High,3,3,12,Exhausted
10.07,7.21,10.0,8.1,Good,6.586,0.6513098464317977,High,0,3,4,Exhausted
10.44,4.64,7.1,9.4,Poor,6.088,0.40559440559440557,High,1,2,11,Exhausted
7.77,5.87,9.4,14.8,Moderate,5.694,0.6693272519954391,Moderate,0,3,7,Normal
8.45,6.97,6.3,39.6,Moderate,4.506,0.7375661375661376,High,3,0,12,Normal
7.77,7.28,9.1,19.0,Good,5.292,0.830102622576967,Moderate,2,1,6,Normal
8.56,6.9,9.1,8.8,Moderate,5.684,0.7217573221757322,High,0,1,5,Normal
5.18,6.42,5.1,33.6,Moderate,2.8280000000000003,1.0388349514563107,Moderate,4,2,9,Relaxed
9.55,6.37,10.0,4.6,Moderate,6.546,0.6037914691943128,High,1,3,12,Exhausted
9.73,7.35,10.0,0.0,Good,6.422000000000001,0.6849953401677539,High,3,2,10,Exhausted
6.71,7.86,8.3,23.3,Good,4.432,1.019455252918288,Moderate,2,0,10,Normal
7.17,7.36,5.0,51.1,Good,3.396,0.9008567931456549,Moderate,1,1,12,Normal
7.77,8.13,6.3,41.2,Good,4.002,0.9270239452679591,Moderate,4,3,4,Normal
11.71,6.98,10.0,0.0,Moderate,7.288000000000001,0.5491738788355626,High,2,0,8,Exhausted
10.02,6.28,10.0,2.1,Moderate,6.751999999999999,0.5698729582577133,High,2,0,5,Exhausted
13.4,6.17,10.0,3.1,Moderate,8.126,0.4284722222222222,High,1,3,8,Exhausted
9.01,5.97,6.2,34.9,Moderate,4.890000000000001,0.5964035964035964,High,4,2,9,Normal
3.64,7.7,3.0,65.3,Good,1.1160000000000005,1.6594827586206895,Low,2,3,12,Relaxed
9.17,8.07,7.7,16.2,Good,5.134,0.7935103244837759,High,4,0,4,Normal
11.2,7.18,8.5,21.3,Good,6.444,0.5885245901639344,High,0,0,5,Exhausted
9.78,7.95,8.7,19.3,Good,5.802,0.7374768089053804,High,4,3,9,Normal
8.12,7.03,8.2,9.7,Good,5.122,0.7708333333333335,High,3,2,9,Normal
9.61,8.1,3.1,68.4,Good,3.4639999999999995,0.763430725730443,High,0,3,7,Normal
13.08,6.32,10.0,6.6,Moderate,7.967999999999999,0.4488636363636364,High,4,3,12,Exhausted
10.7,8.02,8.0,26.4,Good,5.876,0.6854700854700855,High,1,0,12,Normal
10.31,6.83,10.0,0.0,Moderate,6.758000000000001,0.6038903625110521,High,1,3,5,Exhausted
10.6,7.3,8.1,19.1,Good,6.0200000000000005,0.6293103448275862,High,4,2,4,Exhausted
11.1,7.92,8.2,42.3,Good,6.136000000000001,0.6545454545454545,High,4,1,12,Exhausted
10.12,6.67,10.0,0.0,Moderate,6.714,0.5998201438848921,High,3,0,5,Exhausted
6.85,7.62,7.8,25.1,Good,4.336,0.9707006369426752,Moderate,2,3,10,Normal
9.72,7.95,10.0,10.4,Good,6.298,0.7416044776119403,High,2,1,6,Exhausted
10.6,6.63,9.7,0.0,Moderate,6.7940000000000005,0.5715517241379311,High,1,2,9,Exhausted
11.54,5.58,10.0,0.0,Moderate,7.5,0.44497607655502397,High,2,2,11,Exhausted
11.28,8.45,8.3,35.4,Good,6.1419999999999995,0.6881107491856677,High,3,1,10,Exhausted
8.89,6.64,8.8,10.3,Moderate,5.748,0.6713852376137512,High,4,0,12,Normal
9.14,7.09,9.9,6.2,Good,6.198000000000001,0.6992110453648914,High,4,0,7,Exhausted
9.43,7.92,8.6,10.6,Good,5.628,0.7593480345158198,High,2,3,7,Normal
4.96,7.18,8.2,32.8,Good,3.8279999999999994,1.2046979865771812,Moderate,3,1,9,Normal
4.48,6.87,5.3,34.0,Moderate,2.5380000000000003,1.2536496350364963,Moderate,3,0,10,Relaxed
6.34,7.61,6.8,33.6,Good,3.734,1.0367847411444142,Moderate,1,2,12,Normal
10.42,5.41,10.0,4.9,Moderate,7.085999999999999,0.4737302977232925,High,4,3,8,Exhausted
6.85,7.02,9.0,15.6,Good,4.936,0.8942675159235669,Moderate,1,3,10,Normal
9.39,7.07,7.4,28.5,Good,5.302000000000001,0.6804619826756496,High,0,1,10,Normal
6.67,7.12,8.0,23.4,Good,4.444,0.9282920469361148,Moderate,3,2,4,Normal
10.19,5.62,10.0,0.0,Moderate,6.952,0.5022341376228776,High,2,0,12,Exhausted
13.59,7.66,10.0,0.0,Good,7.904,0.5250171350239891,High,3,0,6,Exhausted
1.32,8.39,0.2,84.4,Good,-1.07,3.6163793103448274,Low,1,3,9,Relaxed
14.02,7.5,10.0,5.2,Good,8.108,0.4993342210386152,High,4,0,6,Exhausted
7.06,7.11,9.1,5.6,Good,5.042,0.882133995037221,Moderate,4,3,5,Normal
9.87,6.21,8.8,8.5,Moderate,6.226,0.5712971481140755,High,0,0,10,Exhausted
6.97,7.48,7.1,13.6,Good,4.132,0.9385194479297366,Moderate,4,3,8,Normal
12.02,6.41,10.0,12.0,Moderate,7.526,0.4923195084485407,High,3,1,5,Exhausted
6.9,6.39,7.4,28.3,Moderate,4.442,0.8088607594936708,Moderate,1,3,7,Normal
5.74,8.73,4.3,47.2,Good,2.2699999999999996,1.2952522255192878,Moderate,3,1,4,Relaxed
10.97,6.19,9.5,0.4,Moderate,6.95,0.5171261487050961,High,0,2,11,Exhausted
10.24,5.43,10.0,0.0,Moderate,7.01,0.48309608540925264,High,2,1,11,Exhausted
6.26,8.64,3.8,57.1,Good,2.296,1.1900826446280992,Moderate,0,3,11,Relaxed
11.49,6.26,10.0,0.0,Moderate,7.344,0.5012009607686149,High,2,0,6,Exhausted
10.39,6.39,10.0,0.0,Moderate,6.878,0.5610184372256365,High,1,2,9,Exhausted
8.72,5.73,10.0,3.3,Moderate,6.3420000000000005,0.5895061728395061,High,3,3,4,Exhausted
11.58,8.02,9.9,22.3,Good,6.988,0.6375198728139905,High,1,1,4,Exhausted
7.73,6.22,7.1,20.7,Moderate,4.688000000000001,0.7124856815578464,Moderate,3,1,5,Normal
11.64,6.7,10.0,8.2,Moderate,7.316000000000001,0.5300632911392404,High,1,0,9,Exhausted
8.06,7.92,6.8,37.3,Good,4.360000000000001,0.8741721854304635,High,4,2,5,Normal
9.05,7.31,7.4,18.5,Good,5.118000000000001,0.7273631840796019,High,4,3,9,Normal
12.03,6.55,10.0,1.2,Moderate,7.502000000000001,0.5026861089792786,High,3,0,10,Exhausted
11.21,5.39,10.0,0.5,Moderate,7.4060000000000015,0.4414414414414414,High,1,3,5,Exhausted
10.37,6.31,10.0,3.0,Moderate,6.885999999999999,0.5549692172383466,High,4,1,11,Exhausted
5.98,7.72,5.6,43.3,Good,3.0879999999999996,1.1060171919770772,Moderate,2,2,7,Normal
7.77,6.77,10.0,0.0,Moderate,5.7540000000000004,0.7719498289623717,Moderate,4,2,12,Normal
10.19,6.96,8.0,13.8,Moderate,5.8839999999999995,0.6219839142091153,High,4,3,12,Normal
11.61,7.26,8.2,25.1,Good,6.4719999999999995,0.5757335448057098,High,3,3,8,Exhausted
6.03,8.28,3.2,50.5,Good,2.0360000000000005,1.177809388335704,Moderate,1,3,10,Relaxed
5.0,6.84,6.6,27.3,Moderate,3.2720000000000002,1.14,Moderate,0,2,7,Normal
9.62,8.64,8.7,23.8,Good,5.6,0.8135593220338985,High,3,1,4,Normal
14.02,6.84,10.0,10.2,Moderate,8.24,0.45539280958721706,High,0,0,11,Exhausted
14.07,6.24,10.0,5.8,Moderate,8.379999999999999,0.41406768414067685,High,1,0,5,Exhausted
7.41,8.02,4.9,67.8,Good,3.3200000000000003,0.9536266349583828,Moderate,2,3,7,Normal
7.63,9.1,4.5,71.0,Good,3.032,1.0544611819235228,Moderate,2,0,4,Normal
10.23,5.64,10.0,8.8,Moderate,6.964,0.5022261798753339,High,2,1,11,Exhausted
10.44,6.66,7.8,16.7,Moderate,5.964,0.5821678321678322,High,1,3,7,Normal
5.84,5.64,10.0,7.0,Moderate,5.208,0.8245614035087719,Moderate,0,2,10,Normal
8.62,7.41,9.7,7.1,Good,5.845999999999999,0.7702702702702704,High,3,0,8,Normal
10.34,7.21,10.0,4.5,Good,6.693999999999999,0.6358024691358025,High,0,2,12,Exhausted
10.47,6.75,10.0,16.8,Moderate,6.838000000000001,0.5884917175239756,High,1,1,5,Exhausted
11.79,6.03,10.0,0.0,Moderate,7.510000000000001,0.4714620797498046,High,0,2,6,Exhausted
7.49,5.67,7.8,7.7,Moderate,4.982,0.6678445229681979,Moderate,0,2,12,Normal
10.75,6.98,9.7,0.0,Moderate,6.784,0.5940425531914894,High,3,1,9,Exhausted
10.97,8.06,10.0,1.9,Good,6.776000000000002,0.6733500417710944,High,2,2,7,Exhausted
14.0,5.92,10.0,5.7,Moderate,8.416000000000002,0.39466666666666667,High,4,1,6,Exhausted
6.43,7.75,5.9,39.3,Good,3.3820000000000006,1.0430686406460297,Moderate,2,2,8,Normal
9.59,5.57,10.0,3.5,Moderate,6.722,0.5259678942398489,High,2,2,9,Exhausted
8.72,7.56,9.4,6.6,Good,5.736000000000001,0.7777777777777777,High,2,0,8,Normal
5.04,7.32,7.1,21.0,Good,3.3919999999999995,1.2119205298013245,Moderate,3,0,9,Normal
8.86,6.55,10.0,8.4,Moderate,6.234,0.6643002028397567,High,0,2,8,Exhausted
10.3,0.2,1.0,0.375,Poor,4.48,0.017699115044247787,High,0,3,5,Normal
6.5,0.45714285714285713,0.7777777777777777,0.75,Poor,2.81968253968254,0.06095238095238095,Moderate,1,1,12,Relaxed
9.1,0.5142857142857142,0.6666666666666665,0.75,Poor,3.803809523809524,0.050919377652050915,High,2,3,11,Normal
6.5,0.49999999999999994,0.6666666666666665,0.875,Poor,2.7666666666666666,0.06666666666666667,Moderate,0,3,11,Relaxed
2.1,0.6857142857142855,0.1111111111111111,1.0,Poor,0.7473015873015874,0.22119815668202758,Low,0,3,8,Relaxed
5.5,0.057142857142857106,1.0,0.375,Poor,2.5885714285714285,0.008791208791208786,Moderate,3,2,8,Relaxed
4.7,0.24285714285714283,0.8888888888888888,0.875,Poor,2.186984126984127,0.04260651629072681,Moderate,2,0,5,Relaxed
3.0,0.5428571428571427,0.5555555555555556,1.0,Poor,1.313650793650794,0.13571428571428568,Low,0,2,8,Relaxed
6.0,0.6428571428571428,0.4444444444444445,1.0,Poor,2.44920634920635,0.09183673469387754,Moderate,0,3,11,Relaxed
4.5,0.6857142857142855,0.6666666666666665,1.0,Poor,1.9295238095238094,0.12467532467532463,Moderate,1,0,9,Relaxed
6.4,0.3428571428571429,0.6666666666666665,0.625,Poor,2.7580952380952386,0.04633204633204634,Moderate,4,3,10,Relaxed
7.5,0.4857142857142857,0.7777777777777777,0.75,Poor,3.213968253968254,0.05714285714285714,Moderate,4,1,11,Normal
9.4,0.4428571428571428,0.8888888888888888,0.75,Poor,4.026984126984127,0.04258241758241758,High,3,2,11,Normal
5.9,0.4428571428571428,0.8888888888888888,0.625,Poor,2.6269841269841274,0.06418219461697722,Moderate,1,2,7,Relaxed
3.8,0.8428571428571427,0.3333333333333333,1.0,Poor,1.4847619047619047,0.17559523809523808,Low,4,0,10,Relaxed
4.9,0.7714285714285714,0.4444444444444445,1.0,Poor,1.9834920634920636,0.1307506053268765,Moderate,3,3,12,Relaxed
5.2,0.24285714285714283,1.0,0.875,Poor,2.4314285714285715,0.03917050691244239,Moderate,3,3,9,Relaxed
10.6,0.8285714285714285,0.7777777777777777,0.875,Poor,4.385396825396826,0.07142857142857142,High,0,3,11,Normal
5.8,0.6428571428571428,0.5555555555555556,1.0,Poor,2.4136507936507936,0.09453781512605042,Moderate,4,2,6,Relaxed
7.0,0.49999999999999994,0.7777777777777777,0.875,Poor,3.0111111111111115,0.06249999999999999,Moderate,1,1,10,Normal
8.2,0.45714285714285713,0.7777777777777777,0.75,Poor,3.4996825396825395,0.04968944099378882,High,1,0,8,Normal
8.8,0.8999999999999999,0.4444444444444445,1.0,Poor,3.5177777777777783,0.09183673469387754,High,4,2,10,Normal
6.4,0.5142857142857142,0.4444444444444445,0.75,Poor,2.6349206349206358,0.06949806949806948,Moderate,1,0,7,Relaxed
5.3,0.8714285714285712,0.3333333333333333,1.0,Poor,2.079047619047619,0.13832199546485258,Moderate,0,1,5,Relaxed
5.0,0.2714285714285715,0.5555555555555556,0.75,Poor,2.167936507936508,0.04523809523809525,Moderate,4,1,5,Relaxed
3.4,0.6142857142857141,0.2222222222222222,0.875,Poor,1.3260317460317461,0.13961038961038955,Low,0,2,12,Relaxed
7.8,0.7142857142857142,0.6666666666666665,1.0,Poor,3.243809523809524,0.08116883116883115,Moderate,4,3,12,Normal
11.5,0.5285714285714285,0.8888888888888888,0.625,Poor,4.84984126984127,0.04228571428571428,High,2,1,8,Normal
8.7,0.6857142857142855,0.6666666666666665,0.875,Poor,3.6095238095238096,0.0706921944035346,High,4,0,7,Normal
6.0,0.45714285714285713,0.6666666666666665,0.75,Poor,2.5752380952380953,0.06530612244897958,Moderate,0,2,6,Relaxed
3.4,0.2999999999999999,0.4444444444444445,1.0,Poor,1.4777777777777779,0.06818181818181815,Low,4,2,11,Relaxed
4.9,0.8714285714285712,0.1111111111111111,1.0,Poor,1.8301587301587303,0.14769975786924935,Moderate,2,3,8,Relaxed
6.8,0.5142857142857142,0.6666666666666665,0.875,Poor,2.883809523809524,0.06593406593406594,Moderate,3,3,10,Relaxed
5.3,0.6285714285714286,0.3333333333333333,1.0,Poor,2.1276190476190475,0.09977324263038549,Moderate,3,0,11,Relaxed
5.7,0.4857142857142857,0.5555555555555556,1.0,Poor,2.4050793650793656,0.07249466950959488,Moderate,3,3,8,Relaxed
6.8,0.7285714285714284,0.6666666666666665,0.625,Poor,2.8409523809523813,0.0934065934065934,Moderate,2,3,6,Relaxed
6.4,0.47142857142857136,0.7777777777777777,1.0,Poor,2.776825396825397,0.06370656370656369,Moderate,4,2,12,Relaxed
10.6,0.7714285714285714,1.0,0.875,Poor,4.485714285714287,0.0665024630541872,High,0,0,4,Normal
10.6,0.5428571428571427,1.0,0.5,Poor,4.531428571428572,0.04679802955665024,High,2,2,10,Normal
5.4,0.45714285714285713,0.5555555555555556,0.625,Poor,2.290793650793651,0.07142857142857142,Moderate,0,2,12,Relaxed
8.1,0.3714285714285714,0.8888888888888888,0.75,Poor,3.5212698412698415,0.04081632653061224,High,2,3,7,Normal
3.2,0.5285714285714285,0.5555555555555556,1.0,Poor,1.396507936507937,0.1258503401360544,Low,0,3,6,Relaxed
7.9,0.45714285714285713,0.7777777777777777,0.625,Poor,3.3796825396825394,0.051364365971107544,Moderate,4,1,4,Normal
7.0,0.45714285714285713,0.6666666666666665,0.875,Poor,2.9752380952380952,0.05714285714285714,Moderate,2,1,10,Relaxed
4.2,0.7999999999999998,0.4444444444444445,1.0,Poor,1.697777777777778,0.1538461538461538,Moderate,3,2,5,Relaxed
8.3,0.6142857142857141,0.6666666666666665,0.875,Poor,3.463809523809524,0.0660522273425499,High,1,2,5,Normal
3.9,0.7714285714285714,0.1111111111111111,1.0,Poor,1.4501587301587302,0.1574344023323615,Low,2,3,7,Relaxed
5.7,0.45714285714285713,0.7777777777777777,0.875,Poor,2.4996825396825395,0.06823027718550106,Moderate,4,3,8,Relaxed
6.3,0.9999999999999998,0.2222222222222222,1.0,Poor,2.408888888888889,0.13698630136986298,Moderate,3,2,6,Relaxed
2.6,0.7428571428571427,0.2222222222222222,1.0,Poor,0.9803174603174603,0.20634920634920628,Low,2,0,11,Relaxed
6.3,0.28571428571428564,0.7777777777777777,0.625,Poor,2.7739682539682544,0.03913894324853228,Moderate,2,3,9,Relaxed
4.2,0.3714285714285714,0.6666666666666665,0.875,Poor,1.8723809523809525,0.07142857142857142,Moderate,0,3,6,Relaxed
5.2,0.35714285714285715,0.7777777777777777,0.625,Poor,2.3196825396825393,0.0576036866359447,Moderate,4,3,7,Relaxed
5.8,0.6857142857142855,0.4444444444444445,0.875,Poor,2.3606349206349204,0.10084033613445376,Moderate,1,1,4,Relaxed
2.6,0.657142857142857,0.4444444444444445,1.0,Poor,1.0863492063492064,0.1825396825396825,Low,2,0,9,Relaxed
5.0,0.5714285714285714,0.3333333333333333,1.0,Poor,2.019047619047619,0.09523809523809523,Moderate,3,3,11,Relaxed
5.7,0.7285714285714284,0.3333333333333333,0.875,Poor,2.267619047619048,0.1087420042643923,Moderate,2,3,8,Relaxed
5.3,0.6142857142857141,0.3333333333333333,1.0,Poor,2.1304761904761906,0.09750566893424034,Moderate,1,3,12,Relaxed
4.1,0.35714285714285715,0.8888888888888888,0.75,Poor,1.9241269841269841,0.0700280112044818,Moderate,3,1,12,Relaxed
3.3,0.4857142857142857,0.4444444444444445,1.0,Poor,1.4006349206349207,0.11295681063122924,Low,3,1,7,Relaxed
4.0,0.9857142857142858,0.1111111111111111,1.0,Poor,1.4473015873015873,0.19714285714285715,Moderate,3,3,4,Relaxed
2.1,0.22857142857142848,0.3333333333333333,0.75,Poor,0.9276190476190477,0.07373271889400919,Low,2,1,8,Relaxed
4.3,0.5571428571428572,0.6666666666666665,1.0,Poor,1.8752380952380951,0.10512129380053908,Moderate,4,1,8,Relaxed
8.5,0.5285714285714285,0.8888888888888888,0.75,Poor,3.64984126984127,0.05563909774436089,High,1,1,6,Normal
2.9,0.6142857142857141,0.4444444444444445,1.0,Poor,1.214920634920635,0.15750915750915748,Low,4,3,12,Relaxed
7.8,0.6142857142857141,0.6666666666666665,0.875,Poor,3.263809523809524,0.06980519480519477,Moderate,3,2,6,Normal
3.3,0.657142857142857,0.3333333333333333,1.0,Poor,1.321904761904762,0.1528239202657807,Low,3,3,6,Relaxed
7.0,0.31428571428571433,1.0,0.625,Poor,3.1371428571428575,0.03928571428571429,Moderate,0,0,12,Normal
11.3,0.18571428571428567,1.0,0.375,Poor,4.8828571428571435,0.015098722415795582,High,4,3,11,Normal
7.2,0.6142857142857141,0.6666666666666665,0.875,Poor,3.023809523809524,0.0749128919860627,Moderate,0,2,11,Normal
5.6,0.657142857142857,0.5555555555555556,1.0,Poor,2.330793650793651,0.09956709956709955,Moderate,1,3,4,Relaxed
5.7,0.3428571428571429,0.7777777777777777,0.875,Poor,2.5225396825396826,0.051172707889125806,Moderate,0,2,5,Relaxed
7.8,0.6428571428571428,0.5555555555555556,1.0,Poor,3.213650793650794,0.07305194805194803,Moderate,0,1,8,Normal
6.8,0.45714285714285713,0.6666666666666665,0.75,Poor,2.895238095238095,0.05860805860805861,Moderate,1,3,5,Relaxed
6.5,0.38571428571428573,0.6666666666666665,0.625,Poor,2.7895238095238097,0.05142857142857143,Moderate,0,2,6,Relaxed
5.1,0.47142857142857136,0.6666666666666665,1.0,Poor,2.2123809523809523,0.07728337236533957,Moderate,0,2,10,Relaxed
6.7,0.38571428571428573,0.8888888888888888,0.625,Poor,2.958412698412699,0.05009276437847866,Moderate,4,0,5,Relaxed
2.4,0.6857142857142855,0.2222222222222222,1.0,Poor,0.9117460317460316,0.2016806722689075,Low,3,2,4,Relaxed
4.8,0.49999999999999994,0.5555555555555556,0.875,Poor,2.042222222222222,0.08620689655172413,Moderate,1,3,12,Relaxed
9.6,0.657142857142857,0.8888888888888888,0.625,Poor,4.064126984126983,0.061994609164420476,High,4,3,12,Normal
7.7,0.7714285714285714,0.5555555555555556,1.0,Poor,3.147936507936508,0.08866995073891626,Moderate,1,2,11,Normal
5.7,0.6285714285714286,0.5555555555555556,1.0,Poor,2.3765079365079367,0.09381663113006396,Moderate,3,0,10,Relaxed
3.8,0.657142857142857,0.5555555555555556,1.0,Poor,1.6107936507936509,0.1369047619047619,Low,1,3,11,Relaxed
10.0,0.7285714285714284,0.5555555555555556,1.0,Poor,4.076507936507936,0.06623376623376621,High,1,0,9,Normal
4.8,0.4857142857142857,0.5555555555555556,1.0,Poor,2.0450793650793653,0.08374384236453201,Moderate,4,0,4,Relaxed
4.1,0.6285714285714286,0.2222222222222222,1.0,Poor,1.603174603174603,0.12324929971988796,Moderate,0,3,4,Relaxed
6.3,0.42857142857142855,0.7777777777777777,1.0,Poor,2.7453968253968255,0.05870841487279843,Moderate,4,2,5,Relaxed
4.9,0.4142857142857143,0.6666666666666665,1.0,Poor,2.143809523809524,0.07021791767554479,Moderate,0,2,7,Relaxed
2.0,0.5714285714285714,0.4444444444444445,1.0,Poor,0.8634920634920635,0.19047619047619047,Low,0,3,12,Relaxed
3.1,0.6428571428571428,0.3333333333333333,1.0,Poor,1.244761904761905,0.156794425087108,Low,2,1,12,Relaxed
5.6,0.45714285714285713,0.6666666666666665,0.875,Poor,2.4152380952380947,0.06926406926406926,Moderate,1,0,10,Relaxed
3.7,0.3428571428571429,0.6666666666666665,0.75,Poor,1.6780952380952383,0.07294832826747721,Low,1,2,7,Relaxed
2.9,0.2714285714285715,0.7777777777777777,1.0,Poor,1.4168253968253968,0.06959706959706963,Low,3,3,10,Relaxed
3.1,0.31428571428571433,0.5555555555555556,0.75,Poor,1.3993650793650796,0.07665505226480838,Low,0,1,5,Relaxed
5.6,0.31428571428571433,0.6666666666666665,1.0,Poor,2.4438095238095237,0.04761904761904763,Moderate,3,1,11,Relaxed
5.7,0.8428571428571427,0.2222222222222222,1.0,Poor,2.2003174603174607,0.12579957356076757,Moderate,4,0,11,Relaxed
7.7,0.5857142857142856,0.5555555555555556,1.0,Poor,3.1850793650793654,0.06732348111658457,Moderate,4,2,11,Normal
3.6,0.7999999999999998,0.3333333333333333,1.0,Poor,1.4133333333333336,0.17391304347826084,Low,2,0,6,Relaxed
5.6,0.6285714285714286,0.5555555555555556,1.0,Poor,2.336507936507936,0.09523809523809525,Moderate,1,2,12,Relaxed
4.7,0.6714285714285713,0.3333333333333333,1.0,Poor,1.8790476190476193,0.11779448621553881,Moderate,1,1,11,Relaxed
7.1,0.31428571428571433,1.0,0.75,Poor,3.177142857142857,0.03880070546737214,Moderate,2,3,4,Normal
6.0,0.2999999999999999,0.7777777777777777,0.5,Poor,2.651111111111111,0.04285714285714284,Moderate,3,0,8,Relaxed
6.7,0.6714285714285713,0.3333333333333333,1.0,Poor,2.679047619047619,0.08719851576994432,Moderate,0,3,12,Relaxed
8.5,0.8142857142857141,0.5555555555555556,1.0,Poor,3.45936507936508,0.08571428571428569,High,1,2,4,Normal
6.4,0.7142857142857142,0.3333333333333333,0.875,Poor,2.550476190476191,0.09652509652509651,Moderate,3,2,10,Relaxed
8.2,0.5857142857142856,0.4444444444444445,0.75,Poor,3.3406349206349204,0.06366459627329192,High,4,0,8,Normal
3.4,0.5428571428571427,0.2222222222222222,0.875,Poor,1.3403174603174604,0.12337662337662333,Low,4,0,8,Relaxed
3.1,0.5857142857142856,0.2222222222222222,1.0,Poor,1.2117460317460318,0.14285714285714285,Low,0,2,4,Relaxed
8.6,0.38571428571428573,0.7777777777777777,0.75,Poor,3.6739682539682543,0.04017857142857143,High,2,0,4,Normal
6.6,0.47142857142857136,0.5555555555555556,0.875,Poor,2.767936507936508,0.06203007518796992,Moderate,1,0,10,Relaxed
7.2,0.8428571428571427,0.4444444444444445,1.0,Poor,2.8892063492063493,0.10278745644599303,Moderate,1,2,10,Relaxed
8.3,0.3714285714285714,1.0,0.375,Poor,3.645714285714286,0.03993855606758832,High,3,3,7,Normal
4.5,0.35714285714285715,0.6666666666666665,1.0,Poor,1.995238095238095,0.06493506493506494,Moderate,0,1,9,Relaxed
4.8,0.5857142857142856,0.4444444444444445,1.0,Poor,1.9806349206349207,0.10098522167487683,Moderate,2,2,6,Relaxed
7.6,0.4142857142857143,0.5555555555555556,0.75,Poor,3.1793650793650796,0.04817275747508306,Moderate,3,2,6,Normal
5.3,0.38571428571428573,0.6666666666666665,0.875,Poor,2.3095238095238098,0.06122448979591837,Moderate,2,0,4,Relaxed
4.9,0.9999999999999998,0.2222222222222222,1.0,Poor,1.848888888888889,0.16949152542372878,Moderate,3,3,7,Relaxed
3.5,0.6142857142857141,0.3333333333333333,1.0,Poor,1.4104761904761907,0.13650793650793647,Low,4,3,8,Relaxed
7.8,0.6428571428571428,0.7777777777777777,1.0,Poor,3.3025396825396824,0.07305194805194803,Moderate,0,1,10,Normal
4.9,0.47142857142857136,0.6666666666666665,1.0,Poor,2.1323809523809523,0.07990314769975786,Moderate,3,0,5,Relaxed
7.8,0.5714285714285714,0.5555555555555556,0.75,Poor,3.227936507936508,0.06493506493506493,Moderate,0,0,11,Normal
7.0,0.38571428571428573,0.6666666666666665,0.625,Poor,2.98952380952381,0.048214285714285716,Moderate,1,1,6,Relaxed
8.8,0.5285714285714285,0.8888888888888888,0.75,Poor,3.76984126984127,0.053935860058309026,High,2,3,6,Normal
2.6,0.6285714285714286,0.1111111111111111,1.0,Poor,0.9587301587301589,0.1746031746031746,Low,0,2,12,Relaxed
